,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer,nspw
242,description definition,description reason,27,True,False,True,"{13: 8, 27: 8, 25: 3, 28: 5, 0: 1, 38: 13, 33: 7, 20: 1, 1: 4, 35: 15, 15: 1, 26: 17, 5: 4, 21: 6, 29: 28, 18: 1, 32: 3, 24: 17, 7: 2, 17: 1, 39: 5, 8: 1, 19: 1, 4: 1, 36: 3, 2: 3, 44: 2, 23: 1, 41: 1, 22: 1, 31: 1}","[2275, 5236, 5128, 2823, 778, 1386, 3025, 2707, 4570, 2571, 1670, 2233, 5200, 3756, 259, 2387, 2389, 930, 1802, 1283, 1958, 226, 4120, 1454, 2965, 2519, 695, 3126, 3239, 2340, 3343, 4265, 1770, 5163, 3186, 855, 124, 1507, 287, 4980, 2251, 1778, 3061, 4811, 681, 3900, 1502, 2185, 4416, 4037, 2082, 4276, 3228, 2957, 925, 1709, 3884, 4376, 5166, 2548, 4560, 4659, 3348, 2391, 1970, 2404, 440, 3916, 1055, 1113, 4731, 651, 1187, 1424, 3073, 4314, 2748, 4877, 3762, 5219, 741, 2775, 1004, 2943, 457, 398, 637, 184, 248, 5285, 584, 4405, 4537, 4436, 2835, 4137, 527, 3283, 1867, 4313, 1617, 1270, 5113, 1922, 1381, 852, 5099, 4540, 585, 749, 4614, 490, 3139, 3600, 3942, 391, 3360, 4563, 4304, 4447, 854, 4727, 2705, 3583, 2427, 1331, 989, 4386, 4770, 4351, 119, 4467, 1717, 3646, 2784, 224, 4475, 2855, 4216, 603, 5050, 198, 4123, 4138, 1910, 4839, 2817, 721, 172, 5177, 4683, 5343, 1987, 1202, 1939, 4448, 673, 4310, 4099, 4174, 537, 5152, 4394, 2107, 3391]",242,165,8,False,33
69,location other,location other,35,True,True,True,"{13: 8, 27: 8, 25: 3, 28: 5, 0: 1, 38: 13, 33: 7, 20: 1, 1: 4, 35: 15, 15: 1, 26: 17, 5: 4, 21: 6, 29: 28, 18: 1, 32: 3, 24: 17, 7: 2, 17: 1, 39: 5, 8: 1, 19: 1, 4: 1, 36: 3, 2: 3, 44: 2, 23: 1, 41: 1, 22: 1, 31: 1}","[2275, 5236, 5128, 2823, 778, 1386, 3025, 2707, 4570, 2571, 1670, 2233, 5200, 3756, 259, 2387, 2389, 930, 1802, 1283, 1958, 226, 4120, 1454, 2965, 2519, 695, 3126, 3239, 2340, 3343, 4265, 1770, 5163, 3186, 855, 124, 1507, 287, 4980, 2251, 1778, 3061, 4811, 681, 3900, 1502, 2185, 4416, 4037, 2082, 4276, 3228, 2957, 925, 1709, 3884, 4376, 5166, 2548, 4560, 4659, 3348, 2391, 1970, 2404, 440, 3916, 1055, 1113, 4731, 651, 1187, 1424, 3073, 4314, 2748, 4877, 3762, 5219, 741, 2775, 1004, 2943, 457, 398, 637, 184, 248, 5285, 584, 4405, 4537, 4436, 2835, 4137, 527, 3283, 1867, 4313, 1617, 1270, 5113, 1922, 1381, 852, 5099, 4540, 585, 749, 4614, 490, 3139, 3600, 3942, 391, 3360, 4563, 4304, 4447, 854, 4727, 2705, 3583, 2427, 1331, 989, 4386, 4770, 4351, 119, 4467, 1717, 3646, 2784, 224, 4475, 2855, 4216, 603, 5050, 198, 4123, 4138, 1910, 4839, 2817, 721, 172, 5177, 4683, 5343, 1987, 1202, 1939, 4448, 673, 4310, 4099, 4174, 537, 5152, 4394, 2107, 3391]",69,165,8,False,33
271,description manner,description description,25,True,False,True,"{13: 8, 27: 8, 25: 3, 28: 5, 0: 1, 38: 13, 33: 7, 20: 1, 1: 4, 35: 15, 15: 1, 26: 17, 5: 4, 21: 6, 29: 28, 18: 1, 32: 3, 24: 17, 7: 2, 17: 1, 39: 5, 8: 1, 19: 1, 4: 1, 36: 3, 2: 3, 44: 2, 23: 1, 41: 1, 22: 1, 31: 1}","[2275, 5236, 5128, 2823, 778, 1386, 3025, 2707, 4570, 2571, 1670, 2233, 5200, 3756, 259, 2387, 2389, 930, 1802, 1283, 1958, 226, 4120, 1454, 2965, 2519, 695, 3126, 3239, 2340, 3343, 4265, 1770, 5163, 3186, 855, 124, 1507, 287, 4980, 2251, 1778, 3061, 4811, 681, 3900, 1502, 2185, 4416, 4037, 2082, 4276, 3228, 2957, 925, 1709, 3884, 4376, 5166, 2548, 4560, 4659, 3348, 2391, 1970, 2404, 440, 3916, 1055, 1113, 4731, 651, 1187, 1424, 3073, 4314, 2748, 4877, 3762, 5219, 741, 2775, 1004, 2943, 457, 398, 637, 184, 248, 5285, 584, 4405, 4537, 4436, 2835, 4137, 527, 3283, 1867, 4313, 1617, 1270, 5113, 1922, 1381, 852, 5099, 4540, 585, 749, 4614, 490, 3139, 3600, 3942, 391, 3360, 4563, 4304, 4447, 854, 4727, 2705, 3583, 2427, 1331, 989, 4386, 4770, 4351, 119, 4467, 1717, 3646, 2784, 224, 4475, 2855, 4216, 603, 5050, 198, 4123, 4138, 1910, 4839, 2817, 721, 172, 5177, 4683, 5343, 1987, 1202, 1939, 4448, 673, 4310, 4099, 4174, 537, 5152, 4394, 2107, 3391]",271,165,8,False,33
145,entity other,entity body,3,False,False,True,"{13: 8, 27: 8, 25: 3, 28: 5, 0: 1, 38: 13, 33: 7, 20: 1, 1: 4, 35: 15, 15: 1, 26: 17, 5: 4, 21: 6, 29: 28, 18: 1, 32: 3, 24: 17, 7: 2, 17: 1, 39: 5, 8: 1, 19: 1, 4: 1, 36: 3, 2: 3, 44: 2, 23: 1, 41: 1, 22: 1, 31: 1}","[2275, 5236, 5128, 2823, 778, 1386, 3025, 2707, 4570, 2571, 1670, 2233, 5200, 3756, 259, 2387, 2389, 930, 1802, 1283, 1958, 226, 4120, 1454, 2965, 2519, 695, 3126, 3239, 2340, 3343, 4265, 1770, 5163, 3186, 855, 124, 1507, 287, 4980, 2251, 1778, 3061, 4811, 681, 3900, 1502, 2185, 4416, 4037, 2082, 4276, 3228, 2957, 925, 1709, 3884, 4376, 5166, 2548, 4560, 4659, 3348, 2391, 1970, 2404, 440, 3916, 1055, 1113, 4731, 651, 1187, 1424, 3073, 4314, 2748, 4877, 3762, 5219, 741, 2775, 1004, 2943, 457, 398, 637, 184, 248, 5285, 584, 4405, 4537, 4436, 2835, 4137, 527, 3283, 1867, 4313, 1617, 1270, 5113, 1922, 1381, 852, 5099, 4540, 585, 749, 4614, 490, 3139, 3600, 3942, 391, 3360, 4563, 4304, 4447, 854, 4727, 2705, 3583, 2427, 1331, 989, 4386, 4770, 4351, 119, 4467, 1717, 3646, 2784, 224, 4475, 2855, 4216, 603, 5050, 198, 4123, 4138, 1910, 4839, 2817, 721, 172, 5177, 4683, 5343, 1987, 1202, 1939, 4448, 673, 4310, 4099, 4174, 537, 5152, 4394, 2107, 3391]",145,165,8,False,33
379,description definition,description definition,24,True,True,True,"{13: 8, 27: 8, 25: 3, 28: 5, 0: 1, 38: 13, 33: 7, 20: 1, 1: 4, 35: 15, 15: 1, 26: 17, 5: 4, 21: 6, 29: 28, 18: 1, 32: 3, 24: 17, 7: 2, 17: 1, 39: 5, 8: 1, 19: 1, 4: 1, 36: 3, 2: 3, 44: 2, 23: 1, 41: 1, 22: 1, 31: 1}","[2275, 5236, 5128, 2823, 778, 1386, 3025, 2707, 4570, 2571, 1670, 2233, 5200, 3756, 259, 2387, 2389, 930, 1802, 1283, 1958, 226, 4120, 1454, 2965, 2519, 695, 3126, 3239, 2340, 3343, 4265, 1770, 5163, 3186, 855, 124, 1507, 287, 4980, 2251, 1778, 3061, 4811, 681, 3900, 1502, 2185, 4416, 4037, 2082, 4276, 3228, 2957, 925, 1709, 3884, 4376, 5166, 2548, 4560, 4659, 3348, 2391, 1970, 2404, 440, 3916, 1055, 1113, 4731, 651, 1187, 1424, 3073, 4314, 2748, 4877, 3762, 5219, 741, 2775, 1004, 2943, 457, 398, 637, 184, 248, 5285, 584, 4405, 4537, 4436, 2835, 4137, 527, 3283, 1867, 4313, 1617, 1270, 5113, 1922, 1381, 852, 5099, 4540, 585, 749, 4614, 490, 3139, 3600, 3942, 391, 3360, 4563, 4304, 4447, 854, 4727, 2705, 3583, 2427, 1331, 989, 4386, 4770, 4351, 119, 4467, 1717, 3646, 2784, 224, 4475, 2855, 4216, 603, 5050, 198, 4123, 4138, 1910, 4839, 2817, 721, 172, 5177, 4683, 5343, 1987, 1202, 1939, 4448, 673, 4310, 4099, 4174, 537, 5152, 4394, 2107, 3391]",379,165,8,False,33
398,numeric count,numeric percent,45,False,False,True,"{13: 8, 27: 8, 25: 3, 28: 5, 0: 1, 38: 13, 33: 7, 20: 1, 1: 4, 35: 15, 15: 1, 26: 17, 5: 4, 21: 6, 29: 28, 18: 1, 32: 3, 24: 17, 7: 2, 17: 1, 39: 5, 8: 1, 19: 1, 4: 1, 36: 3, 2: 3, 44: 2, 23: 1, 41: 1, 22: 1, 31: 1}","[2275, 5236, 5128, 2823, 778, 1386, 3025, 2707, 4570, 2571, 1670, 2233, 5200, 3756, 259, 2387, 2389, 930, 1802, 1283, 1958, 226, 4120, 1454, 2965, 2519, 695, 3126, 3239, 2340, 3343, 4265, 1770, 5163, 3186, 855, 124, 1507, 287, 4980, 2251, 1778, 3061, 4811, 681, 3900, 1502, 2185, 4416, 4037, 2082, 4276, 3228, 2957, 925, 1709, 3884, 4376, 5166, 2548, 4560, 4659, 3348, 2391, 1970, 2404, 440, 3916, 1055, 1113, 4731, 651, 1187, 1424, 3073, 4314, 2748, 4877, 3762, 5219, 741, 2775, 1004, 2943, 457, 398, 637, 184, 248, 5285, 584, 4405, 4537, 4436, 2835, 4137, 527, 3283, 1867, 4313, 1617, 1270, 5113, 1922, 1381, 852, 5099, 4540, 585, 749, 4614, 490, 3139, 3600, 3942, 391, 3360, 4563, 4304, 4447, 854, 4727, 2705, 3583, 2427, 1331, 989, 4386, 4770, 4351, 119, 4467, 1717, 3646, 2784, 224, 4475, 2855, 4216, 603, 5050, 198, 4123, 4138, 1910, 4839, 2817, 721, 172, 5177, 4683, 5343, 1987, 1202, 1939, 4448, 673, 4310, 4099, 4174, 537, 5152, 4394, 2107, 3391]",398,165,8,False,33
38,numeric count,numeric count,38,True,True,True,"{13: 8, 27: 8, 25: 3, 28: 5, 0: 1, 38: 13, 33: 7, 20: 1, 1: 4, 35: 15, 15: 1, 26: 17, 5: 4, 21: 6, 29: 28, 18: 1, 32: 3, 24: 17, 7: 2, 17: 1, 39: 5, 8: 1, 19: 1, 4: 1, 36: 3, 2: 3, 44: 2, 23: 1, 41: 1, 22: 1, 31: 1}","[2275, 5236, 5128, 2823, 778, 1386, 3025, 2707, 4570, 2571, 1670, 2233, 5200, 3756, 259, 2387, 2389, 930, 1802, 1283, 1958, 226, 4120, 1454, 2965, 2519, 695, 3126, 3239, 2340, 3343, 4265, 1770, 5163, 3186, 855, 124, 1507, 287, 4980, 2251, 1778, 3061, 4811, 681, 3900, 1502, 2185, 4416, 4037, 2082, 4276, 3228, 2957, 925, 1709, 3884, 4376, 5166, 2548, 4560, 4659, 3348, 2391, 1970, 2404, 440, 3916, 1055, 1113, 4731, 651, 1187, 1424, 3073, 4314, 2748, 4877, 3762, 5219, 741, 2775, 1004, 2943, 457, 398, 637, 184, 248, 5285, 584, 4405, 4537, 4436, 2835, 4137, 527, 3283, 1867, 4313, 1617, 1270, 5113, 1922, 1381, 852, 5099, 4540, 585, 749, 4614, 490, 3139, 3600, 3942, 391, 3360, 4563, 4304, 4447, 854, 4727, 2705, 3583, 2427, 1331, 989, 4386, 4770, 4351, 119, 4467, 1717, 3646, 2784, 224, 4475, 2855, 4216, 603, 5050, 198, 4123, 4138, 1910, 4839, 2817, 721, 172, 5177, 4683, 5343, 1987, 1202, 1939, 4448, 673, 4310, 4099, 4174, 537, 5152, 4394, 2107, 3391]",38,165,8,False,33
20,human individual,human individual,29,True,True,True,"{13: 8, 27: 8, 25: 3, 28: 5, 0: 1, 38: 13, 33: 7, 20: 1, 1: 4, 35: 15, 15: 1, 26: 17, 5: 4, 21: 6, 29: 28, 18: 1, 32: 3, 24: 17, 7: 2, 17: 1, 39: 5, 8: 1, 19: 1, 4: 1, 36: 3, 2: 3, 44: 2, 23: 1, 41: 1, 22: 1, 31: 1}","[2275, 5236, 5128, 2823, 778, 1386, 3025, 2707, 4570, 2571, 1670, 2233, 5200, 3756, 259, 2387, 2389, 930, 1802, 1283, 1958, 226, 4120, 1454, 2965, 2519, 695, 3126, 3239, 2340, 3343, 4265, 1770, 5163, 3186, 855, 124, 1507, 287, 4980, 2251, 1778, 3061, 4811, 681, 3900, 1502, 2185, 4416, 4037, 2082, 4276, 3228, 2957, 925, 1709, 3884, 4376, 5166, 2548, 4560, 4659, 3348, 2391, 1970, 2404, 440, 3916, 1055, 1113, 4731, 651, 1187, 1424, 3073, 4314, 2748, 4877, 3762, 5219, 741, 2775, 1004, 2943, 457, 398, 637, 184, 248, 5285, 584, 4405, 4537, 4436, 2835, 4137, 527, 3283, 1867, 4313, 1617, 1270, 5113, 1922, 1381, 852, 5099, 4540, 585, 749, 4614, 490, 3139, 3600, 3942, 391, 3360, 4563, 4304, 4447, 854, 4727, 2705, 3583, 2427, 1331, 989, 4386, 4770, 4351, 119, 4467, 1717, 3646, 2784, 224, 4475, 2855, 4216, 603, 5050, 198, 4123, 4138, 1910, 4839, 2817, 721, 172, 5177, 4683, 5343, 1987, 1202, 1939, 4448, 673, 4310, 4099, 4174, 537, 5152, 4394, 2107, 3391]",20,165,8,False,33
160,description definition,description definition,24,True,True,True,"{13: 8, 27: 8, 25: 3, 28: 5, 0: 1, 38: 13, 33: 7, 20: 1, 1: 4, 35: 15, 15: 1, 26: 17, 5: 4, 21: 6, 29: 28, 18: 1, 32: 3, 24: 17, 7: 2, 17: 1, 39: 5, 8: 1, 19: 1, 4: 1, 36: 3, 2: 3, 44: 2, 23: 1, 41: 1, 22: 1, 31: 1}","[2275, 5236, 5128, 2823, 778, 1386, 3025, 2707, 4570, 2571, 1670, 2233, 5200, 3756, 259, 2387, 2389, 930, 1802, 1283, 1958, 226, 4120, 1454, 2965, 2519, 695, 3126, 3239, 2340, 3343, 4265, 1770, 5163, 3186, 855, 124, 1507, 287, 4980, 2251, 1778, 3061, 4811, 681, 3900, 1502, 2185, 4416, 4037, 2082, 4276, 3228, 2957, 925, 1709, 3884, 4376, 5166, 2548, 4560, 4659, 3348, 2391, 1970, 2404, 440, 3916, 1055, 1113, 4731, 651, 1187, 1424, 3073, 4314, 2748, 4877, 3762, 5219, 741, 2775, 1004, 2943, 457, 398, 637, 184, 248, 5285, 584, 4405, 4537, 4436, 2835, 4137, 527, 3283, 1867, 4313, 1617, 1270, 5113, 1922, 1381, 852, 5099, 4540, 585, 749, 4614, 490, 3139, 3600, 3942, 391, 3360, 4563, 4304, 4447, 854, 4727, 2705, 3583, 2427, 1331, 989, 4386, 4770, 4351, 119, 4467, 1717, 3646, 2784, 224, 4475, 2855, 4216, 603, 5050, 198, 4123, 4138, 1910, 4839, 2817, 721, 172, 5177, 4683, 5343, 1987, 1202, 1939, 4448, 673, 4310, 4099, 4174, 537, 5152, 4394, 2107, 3391]",160,165,8,False,33
194,description definition,description definition,24,True,True,True,"{13: 8, 27: 8, 25: 3, 28: 5, 0: 1, 38: 13, 33: 7, 20: 1, 1: 4, 35: 15, 15: 1, 26: 17, 5: 4, 21: 6, 29: 28, 18: 1, 32: 3, 24: 17, 7: 2, 17: 1, 39: 5, 8: 1, 19: 1, 4: 1, 36: 3, 2: 3, 44: 2, 23: 1, 41: 1, 22: 1, 31: 1}","[2275, 5236, 5128, 2823, 778, 1386, 3025, 2707, 4570, 2571, 1670, 2233, 5200, 3756, 259, 2387, 2389, 930, 1802, 1283, 1958, 226, 4120, 1454, 2965, 2519, 695, 3126, 3239, 2340, 3343, 4265, 1770, 5163, 3186, 855, 124, 1507, 287, 4980, 2251, 1778, 3061, 4811, 681, 3900, 1502, 2185, 4416, 4037, 2082, 4276, 3228, 2957, 925, 1709, 3884, 4376, 5166, 2548, 4560, 4659, 3348, 2391, 1970, 2404, 440, 3916, 1055, 1113, 4731, 651, 1187, 1424, 3073, 4314, 2748, 4877, 3762, 5219, 741, 2775, 1004, 2943, 457, 398, 637, 184, 248, 5285, 584, 4405, 4537, 4436, 2835, 4137, 527, 3283, 1867, 4313, 1617, 1270, 5113, 1922, 1381, 852, 5099, 4540, 585, 749, 4614, 490, 3139, 3600, 3942, 391, 3360, 4563, 4304, 4447, 854, 4727, 2705, 3583, 2427, 1331, 989, 4386, 4770, 4351, 119, 4467, 1717, 3646, 2784, 224, 4475, 2855, 4216, 603, 5050, 198, 4123, 4138, 1910, 4839, 2817, 721, 172, 5177, 4683, 5343, 1987, 1202, 1939, 4448, 673, 4310, 4099, 4174, 537, 5152, 4394, 2107, 3391]",194,165,8,False,33
485,description definition,description definition,24,True,True,True,"{13: 8, 27: 8, 25: 3, 28: 5, 0: 1, 38: 13, 33: 7, 20: 1, 1: 4, 35: 15, 15: 1, 26: 17, 5: 4, 21: 6, 29: 28, 18: 1, 32: 3, 24: 17, 7: 2, 17: 1, 39: 5, 8: 1, 19: 1, 4: 1, 36: 3, 2: 3, 44: 2, 23: 1, 41: 1, 22: 1, 31: 1}","[2275, 5236, 5128, 2823, 778, 1386, 3025, 2707, 4570, 2571, 1670, 2233, 5200, 3756, 259, 2387, 2389, 930, 1802, 1283, 1958, 226, 4120, 1454, 2965, 2519, 695, 3126, 3239, 2340, 3343, 4265, 1770, 5163, 3186, 855, 124, 1507, 287, 4980, 2251, 1778, 3061, 4811, 681, 3900, 1502, 2185, 4416, 4037, 2082, 4276, 3228, 2957, 925, 1709, 3884, 4376, 5166, 2548, 4560, 4659, 3348, 2391, 1970, 2404, 440, 3916, 1055, 1113, 4731, 651, 1187, 1424, 3073, 4314, 2748, 4877, 3762, 5219, 741, 2775, 1004, 2943, 457, 398, 637, 184, 248, 5285, 584, 4405, 4537, 4436, 2835, 4137, 527, 3283, 1867, 4313, 1617, 1270, 5113, 1922, 1381, 852, 5099, 4540, 585, 749, 4614, 490, 3139, 3600, 3942, 391, 3360, 4563, 4304, 4447, 854, 4727, 2705, 3583, 2427, 1331, 989, 4386, 4770, 4351, 119, 4467, 1717, 3646, 2784, 224, 4475, 2855, 4216, 603, 5050, 198, 4123, 4138, 1910, 4839, 2817, 721, 172, 5177, 4683, 5343, 1987, 1202, 1939, 4448, 673, 4310, 4099, 4174, 537, 5152, 4394, 2107, 3391]",485,165,8,False,33
293,description definition,entity term,21,True,False,True,"{13: 8, 27: 8, 25: 3, 28: 5, 0: 1, 38: 13, 33: 7, 20: 1, 1: 4, 35: 15, 15: 1, 26: 17, 5: 4, 21: 6, 29: 28, 18: 1, 32: 3, 24: 17, 7: 2, 17: 1, 39: 5, 8: 1, 19: 1, 4: 1, 36: 3, 2: 3, 44: 2, 23: 1, 41: 1, 22: 1, 31: 1}","[2275, 5236, 5128, 2823, 778, 1386, 3025, 2707, 4570, 2571, 1670, 2233, 5200, 3756, 259, 2387, 2389, 930, 1802, 1283, 1958, 226, 4120, 1454, 2965, 2519, 695, 3126, 3239, 2340, 3343, 4265, 1770, 5163, 3186, 855, 124, 1507, 287, 4980, 2251, 1778, 3061, 4811, 681, 3900, 1502, 2185, 4416, 4037, 2082, 4276, 3228, 2957, 925, 1709, 3884, 4376, 5166, 2548, 4560, 4659, 3348, 2391, 1970, 2404, 440, 3916, 1055, 1113, 4731, 651, 1187, 1424, 3073, 4314, 2748, 4877, 3762, 5219, 741, 2775, 1004, 2943, 457, 398, 637, 184, 248, 5285, 584, 4405, 4537, 4436, 2835, 4137, 527, 3283, 1867, 4313, 1617, 1270, 5113, 1922, 1381, 852, 5099, 4540, 585, 749, 4614, 490, 3139, 3600, 3942, 391, 3360, 4563, 4304, 4447, 854, 4727, 2705, 3583, 2427, 1331, 989, 4386, 4770, 4351, 119, 4467, 1717, 3646, 2784, 224, 4475, 2855, 4216, 603, 5050, 198, 4123, 4138, 1910, 4839, 2817, 721, 172, 5177, 4683, 5343, 1987, 1202, 1939, 4448, 673, 4310, 4099, 4174, 537, 5152, 4394, 2107, 3391]",293,165,8,False,33
237,description definition,description definition,24,True,True,True,"{13: 8, 27: 8, 25: 3, 28: 5, 0: 1, 38: 13, 33: 7, 20: 1, 1: 4, 35: 15, 15: 1, 26: 17, 5: 4, 21: 6, 29: 28, 18: 1, 32: 3, 24: 17, 7: 2, 17: 1, 39: 5, 8: 1, 19: 1, 4: 1, 36: 3, 2: 3, 44: 2, 23: 1, 41: 1, 22: 1, 31: 1}","[2275, 5236, 5128, 2823, 778, 1386, 3025, 2707, 4570, 2571, 1670, 2233, 5200, 3756, 259, 2387, 2389, 930, 1802, 1283, 1958, 226, 4120, 1454, 2965, 2519, 695, 3126, 3239, 2340, 3343, 4265, 1770, 5163, 3186, 855, 124, 1507, 287, 4980, 2251, 1778, 3061, 4811, 681, 3900, 1502, 2185, 4416, 4037, 2082, 4276, 3228, 2957, 925, 1709, 3884, 4376, 5166, 2548, 4560, 4659, 3348, 2391, 1970, 2404, 440, 3916, 1055, 1113, 4731, 651, 1187, 1424, 3073, 4314, 2748, 4877, 3762, 5219, 741, 2775, 1004, 2943, 457, 398, 637, 184, 248, 5285, 584, 4405, 4537, 4436, 2835, 4137, 527, 3283, 1867, 4313, 1617, 1270, 5113, 1922, 1381, 852, 5099, 4540, 585, 749, 4614, 490, 3139, 3600, 3942, 391, 3360, 4563, 4304, 4447, 854, 4727, 2705, 3583, 2427, 1331, 989, 4386, 4770, 4351, 119, 4467, 1717, 3646, 2784, 224, 4475, 2855, 4216, 603, 5050, 198, 4123, 4138, 1910, 4839, 2817, 721, 172, 5177, 4683, 5343, 1987, 1202, 1939, 4448, 673, 4310, 4099, 4174, 537, 5152, 4394, 2107, 3391]",237,165,8,False,33
60,location city,location city,32,True,True,True,"{13: 8, 27: 8, 25: 3, 28: 5, 0: 1, 38: 13, 33: 7, 20: 1, 1: 4, 35: 15, 15: 1, 26: 17, 5: 4, 21: 6, 29: 28, 18: 1, 32: 3, 24: 17, 7: 2, 17: 1, 39: 5, 8: 1, 19: 1, 4: 1, 36: 3, 2: 3, 44: 2, 23: 1, 41: 1, 22: 1, 31: 1}","[2275, 5236, 5128, 2823, 778, 1386, 3025, 2707, 4570, 2571, 1670, 2233, 5200, 3756, 259, 2387, 2389, 930, 1802, 1283, 1958, 226, 4120, 1454, 2965, 2519, 695, 3126, 3239, 2340, 3343, 4265, 1770, 5163, 3186, 855, 124, 1507, 287, 4980, 2251, 1778, 3061, 4811, 681, 3900, 1502, 2185, 4416, 4037, 2082, 4276, 3228, 2957, 925, 1709, 3884, 4376, 5166, 2548, 4560, 4659, 3348, 2391, 1970, 2404, 440, 3916, 1055, 1113, 4731, 651, 1187, 1424, 3073, 4314, 2748, 4877, 3762, 5219, 741, 2775, 1004, 2943, 457, 398, 637, 184, 248, 5285, 584, 4405, 4537, 4436, 2835, 4137, 527, 3283, 1867, 4313, 1617, 1270, 5113, 1922, 1381, 852, 5099, 4540, 585, 749, 4614, 490, 3139, 3600, 3942, 391, 3360, 4563, 4304, 4447, 854, 4727, 2705, 3583, 2427, 1331, 989, 4386, 4770, 4351, 119, 4467, 1717, 3646, 2784, 224, 4475, 2855, 4216, 603, 5050, 198, 4123, 4138, 1910, 4839, 2817, 721, 172, 5177, 4683, 5343, 1987, 1202, 1939, 4448, 673, 4310, 4099, 4174, 537, 5152, 4394, 2107, 3391]",60,165,8,False,33
27,location other,location other,35,True,True,True,"{13: 8, 27: 8, 25: 3, 28: 5, 0: 1, 38: 13, 33: 7, 20: 1, 1: 4, 35: 15, 15: 1, 26: 17, 5: 4, 21: 6, 29: 28, 18: 1, 32: 3, 24: 17, 7: 2, 17: 1, 39: 5, 8: 1, 19: 1, 4: 1, 36: 3, 2: 3, 44: 2, 23: 1, 41: 1, 22: 1, 31: 1}","[2275, 5236, 5128, 2823, 778, 1386, 3025, 2707, 4570, 2571, 1670, 2233, 5200, 3756, 259, 2387, 2389, 930, 1802, 1283, 1958, 226, 4120, 1454, 2965, 2519, 695, 3126, 3239, 2340, 3343, 4265, 1770, 5163, 3186, 855, 124, 1507, 287, 4980, 2251, 1778, 3061, 4811, 681, 3900, 1502, 2185, 4416, 4037, 2082, 4276, 3228, 2957, 925, 1709, 3884, 4376, 5166, 2548, 4560, 4659, 3348, 2391, 1970, 2404, 440, 3916, 1055, 1113, 4731, 651, 1187, 1424, 3073, 4314, 2748, 4877, 3762, 5219, 741, 2775, 1004, 2943, 457, 398, 637, 184, 248, 5285, 584, 4405, 4537, 4436, 2835, 4137, 527, 3283, 1867, 4313, 1617, 1270, 5113, 1922, 1381, 852, 5099, 4540, 585, 749, 4614, 490, 3139, 3600, 3942, 391, 3360, 4563, 4304, 4447, 854, 4727, 2705, 3583, 2427, 1331, 989, 4386, 4770, 4351, 119, 4467, 1717, 3646, 2784, 224, 4475, 2855, 4216, 603, 5050, 198, 4123, 4138, 1910, 4839, 2817, 721, 172, 5177, 4683, 5343, 1987, 1202, 1939, 4448, 673, 4310, 4099, 4174, 537, 5152, 4394, 2107, 3391]",27,165,8,False,33
319,description definition,location other,35,True,False,True,"{13: 8, 27: 8, 25: 3, 28: 5, 0: 1, 38: 13, 33: 7, 20: 1, 1: 4, 35: 15, 15: 1, 26: 17, 5: 4, 21: 6, 29: 28, 18: 1, 32: 3, 24: 17, 7: 2, 17: 1, 39: 5, 8: 1, 19: 1, 4: 1, 36: 3, 2: 3, 44: 2, 23: 1, 41: 1, 22: 1, 31: 1}","[2275, 5236, 5128, 2823, 778, 1386, 3025, 2707, 4570, 2571, 1670, 2233, 5200, 3756, 259, 2387, 2389, 930, 1802, 1283, 1958, 226, 4120, 1454, 2965, 2519, 695, 3126, 3239, 2340, 3343, 4265, 1770, 5163, 3186, 855, 124, 1507, 287, 4980, 2251, 1778, 3061, 4811, 681, 3900, 1502, 2185, 4416, 4037, 2082, 4276, 3228, 2957, 925, 1709, 3884, 4376, 5166, 2548, 4560, 4659, 3348, 2391, 1970, 2404, 440, 3916, 1055, 1113, 4731, 651, 1187, 1424, 3073, 4314, 2748, 4877, 3762, 5219, 741, 2775, 1004, 2943, 457, 398, 637, 184, 248, 5285, 584, 4405, 4537, 4436, 2835, 4137, 527, 3283, 1867, 4313, 1617, 1270, 5113, 1922, 1381, 852, 5099, 4540, 585, 749, 4614, 490, 3139, 3600, 3942, 391, 3360, 4563, 4304, 4447, 854, 4727, 2705, 3583, 2427, 1331, 989, 4386, 4770, 4351, 119, 4467, 1717, 3646, 2784, 224, 4475, 2855, 4216, 603, 5050, 198, 4123, 4138, 1910, 4839, 2817, 721, 172, 5177, 4683, 5343, 1987, 1202, 1939, 4448, 673, 4310, 4099, 4174, 537, 5152, 4394, 2107, 3391]",319,165,8,False,33
